Date,Team1,Team2,Score,MatchResult,Score1,Score2,Team1_last5_win_rate,Team1_last5_avg_score,Team1_last5_avg_concede,MatchResult2,Team2_last5_win_rate,Team2_last5_avg_score,Team2_last5_avg_concede,h2h_team1_win_rate
2019-08-24 16:00:00,Kenya,Kamerun,3:1,1,3,1,0.4,1.2,2.2,0,0.4,1.6,2.0,0.5714285714285714
2019-08-24 17:00:00,Çin,Tayland,1:3,2,1,3,1.0,3.0,0.2,1,0.6,2.0,1.6,1.0
2019-08-24 19:30:00,Almanya,İspanya,3:1,1,3,1,0.8,2.8,1.2,0,0.0,0.3333333333333333,3.0,
2019-08-24 20:00:00,Estonya,Hırvatistan,1:3,2,1,3,,,,1,0.2,1.2,2.6,
2019-08-24 22:30:00,Portekiz,Polonya,0:3,2,0,3,0.0,0.0,3.0,1,0.2,1.6,2.8,
2019-08-24 22:30:00,Romanya,Macaristan,3:1,1,3,1,0.8,2.4,0.6,0,0.6,2.2,1.6,1.0
2019-08-24 23:30:00,Finlandiya,Türkiye,2:3,2,2,3,1.0,3.0,1.0,1,0.4,1.4,2.0,
2019-08-25 05:00:00,Çin Taipei,Kazakistan,1:3,2,1,3,0.6,2.2,1.6,1,0.0,0.0,3.0,0.0
2019-08-25 05:30:00,Güney Kore,Çin,3:0,1,3,0,0.8,2.6,0.8,0,0.6,2.0,1.8,0.25
2019-08-25 08:00:00,Japonya,Tayland,3:1,1,3,1,0.8,2.8,0.6,0,0.6,2.0,1.6,0.75
2019-08-25 17:30:00,Azerbaycan,Hollanda,0:3,2,0,3,0.4,1.4,2.2,1,0.8,2.8,1.0,0.5
2019-08-25 19:00:00,Bulgaristan,Sırbistan,1:3,2,1,3,0.2,1.4,2.6,1,0.4,1.4,2.4,0.5
2019-08-25 20:00:00,Estonya,Romanya,1:3,2,1,3,0.0,1.0,3.0,1,0.4,1.8,1.8,
2019-08-25 22:00:00,Rusya,İsviçre,3:0,1,3,0,1.0,3.0,0.8,0,0.4,1.4,2.2,
2019-08-25 22:30:00,Ukrayna,İtalya,0:3,2,0,3,0.2,1.0,2.4,1,0.4,1.2,1.8,
2019-08-26 16:00:00,Kenya,Senegal,3:0,1,3,0,0.6,1.8,1.8,0,0.0,0.0,3.0,1.0
2019-08-26 19:00:00,Fransa,Sırbistan,1:3,2,1,3,0.6,2.0,2.2,1,0.6,2.0,2.0,
2019-08-26 19:30:00,Almanya,Rusya,3:2,1,3,2,1.0,3.0,0.8,0,0.8,2.6,0.6,0.2
2019-08-26 20:00:00,İtalya,Belçika,3:0,1,3,0,0.6,2.0,1.6,0,0.6,2.0,1.8,0.8888888888888888
2019-08-26 20:00:00,Hollanda,Hırvatistan,3:0,1,3,0,0.4,1.8,1.8,0,0.4,1.4,2.2,1.0
2019-08-26 22:30:00,Türkiye,Bulgaristan,3:1,1,3,1,0.8,2.8,1.0,0,0.2,1.4,2.6,0.6
2019-08-26 22:30:00,Macaristan,Azerbaycan,0:3,2,0,3,0.6,1.8,1.6,1,0.2,1.2,2.8,0.0
2019-08-26 22:30:00,Polonya,Ukrayna,3:1,1,3,1,0.8,2.6,1.6,0,0.2,1.4,2.8,
2019-08-27 20:00:00,Hollanda,Estonya,3:0,1,3,0,0.6,2.2,1.2,0,0.0,0.0,3.0,
2019-08-27 21:30:00,Yunanistan,Bulgaristan,0:3,2,0,3,0.75,2.5,1.5,1,0.0,1.0,3.0,
2019-08-27 21:30:00,İtalya,Slovenya,3:0,1,3,0,0.6,2.0,1.4,0,0.4,1.2,1.8,1.0
2019-08-27 22:00:00,Almanya,Slovakya,3:1,1,3,1,1.0,3.0,1.2,0,0.3333333333333333,1.3333333333333333,2.6666666666666665,
2019-08-27 22:30:00,Romanya,Hırvatistan,1:3,2,1,3,1.0,3.0,0.2,1,0.2,0.8,2.6,
2019-08-28 13:00:00,Sırbistan,Yunanistan,3:0,1,3,0,0.8,2.6,0.8,0,0.5,2.0,1.5,
2019-08-28 13:30:00,Belçika,Polonya,3:2,1,3,2,0.4,1.6,2.6,0,0.4,2.0,2.2,0.6666666666666666
2019-08-28 13:30:00,Rusya,İspanya,3:0,1,3,0,1.0,3.0,0.6,0,0.0,0.5,3.0,
2019-08-28 14:00:00,Hırvatistan,Macaristan,3:0,1,3,0,0.4,2.0,2.0,0,0.4,1.8,1.8,0.6
2019-08-28 15:30:00,Fransa,Türkiye,0:3,2,0,3,0.6,2.2,2.2,1,0.4,1.4,2.2,
2019-08-28 16:00:00,Kenya,Nijerya,3:0,1,3,0,0.8,2.4,1.2,0,0.0,0.0,3.0,1.0
2019-08-28 16:00:00,Almanya,Belarus,3:0,1,3,0,1.0,3.0,1.2,0,0.0,0.8,3.0,
2019-08-28 21:00:00,Arjantin,Venezuela,3:0,1,3,0,0.2,1.2,2.6,0,0.0,0.4,3.0,1.0
2019-08-28 23:00:00,Brezilya,Ekvador,3:0,1,3,0,0.6,2.2,1.2,0,,,,
2019-08-29 01:10:00,Kolombiya,Uruguay,3:0,1,3,0,0.6,2.0,1.4,0,0.0,0.0,3.0,
2019-08-29 04:00:00,Peru,Bolivya,3:0,1,3,0,0.4,1.8,2.0,0,,,,
2019-08-29 16:00:00,Arjantin,Ekvador,3:0,1,3,0,0.4,1.8,2.0,0,0.0,0.0,3.0,
2019-08-29 16:30:00,Romanya,Azerbaycan,0:3,2,0,3,0.8,2.6,0.8,1,0.4,1.8,2.2,
2019-08-29 18:00:00,Brezilya,Venezuela,3:0,1,3,0,0.6,2.2,1.2,0,0.0,0.4,3.0,1.0
2019-08-29 19:00:00,Macaristan,Hollanda,0:3,2,0,3,0.6,1.8,1.6,1,1.0,3.0,0.4,
2019-08-29 19:00:00,Bulgaristan,Finlandiya,3:0,1,3,0,0.2,1.4,2.6,0,0.0,0.5,3.0,1.0
2019-08-29 20:30:00,Türkiye,Sırbistan,1:3,2,1,3,0.8,2.8,1.0,1,0.8,2.4,1.6,0.3
2019-08-29 21:00:00,Slovakya,Rusya,0:3,2,0,3,0.2,1.2,2.8,1,0.6,2.4,1.2,
2019-08-29 21:30:00,Polonya,İtalya,3:2,1,3,2,0.8,2.6,1.6,0,0.4,1.2,1.8,0.4
2019-08-30 01:10:00,Kolombiya,Bolivya,3:0,1,3,0,0.6,2.0,1.4,0,0.0,0.0,3.0,
2019-08-30 04:00:00,Peru,Uruguay,3:0,1,3,0,0.4,1.8,2.0,0,0.0,0.0,3.0,
2019-08-30 18:00:00,Kenya,Kamerun,3:1,1,3,1,0.8,2.4,0.8,0,0.2,1.2,2.6,0.625
2019-08-30 18:00:00,Brezilya,Arjantin,3:1,1,3,1,0.8,2.4,0.6,0,0.2,1.0,2.4,0.7777777777777778
2019-08-30 23:00:00,Peru,Kolombiya,2:3,2,2,3,0.4,1.8,1.8,1,0.6,2.0,1.8,0.6363636363636364
2019-08-31 21:00:00,Brezilya,Peru,3:0,1,3,0,1.0,3.0,0.2,0,0.2,1.0,2.4,1.0
2019-09-01 12:00:00,Peru,Arjantin,3:2,1,3,2,0.4,2.0,1.8,0,0.2,1.0,2.4,0.4444444444444444
2019-09-01 14:00:00,Kolombiya,Brezilya,0:3,2,0,3,0.8,2.6,0.8,1,0.4,2.0,2.0,0.2
2019-09-01 16:30:00,Rusya,Belçika,3:1,1,3,1,1.0,3.0,0.4,0,0.4,1.4,2.0,0.7142857142857143
2019-09-01 17:00:00,Hollanda,Yunanistan,3:0,1,3,0,0.8,2.4,0.6,0,0.4,1.6,1.8,
2019-09-01 17:00:00,Sırbistan,Romanya,3:0,1,3,0,1.0,3.0,0.2,0,0.6,2.0,1.4,1.0
2019-09-01 19:00:00,İtalya,Slovakya,3:0,1,3,0,0.6,2.0,1.2,0,0.25,1.25,2.75,
2019-09-01 19:00:00,Almanya,Slovenya,3:0,1,3,0,1.0,3.0,1.0,0,0.4,1.2,1.8,
2019-09-01 19:30:00,Türkiye,Hırvatistan,3:2,1,3,2,0.6,2.4,1.4,0,0.4,1.4,2.2,1.0
2019-09-01 19:30:00,Azerbaycan,Bulgaristan,0:3,2,0,3,0.4,1.2,2.2,1,0.2,1.6,2.4,0.3333333333333333
2019-09-01 21:30:00,Polonya,İspanya,3:0,1,3,0,0.8,2.6,1.6,0,0.0,0.4,3.0,
2019-09-04 17:00:00,Sırbistan,Bulgaristan,3:0,1,3,0,1.0,3.0,0.2,0,0.4,2.2,1.8,0.6666666666666666
2019-09-04 19:00:00,İtalya,Rusya,3:1,1,3,1,0.8,2.6,0.6,0,0.8,2.8,0.6,0.35714285714285715
2019-09-04 19:30:00,Türkiye,Hollanda,3:0,1,3,0,0.6,2.4,1.8,0,1.0,3.0,0.4,0.42857142857142855
2019-09-04 21:30:00,Polonya,Almanya,3:2,1,3,2,1.0,3.0,1.0,0,0.6,2.0,1.6,1.0
2019-09-07 18:00:00,Sırbistan,İtalya,3:1,1,3,1,1.0,3.0,0.0,0,0.2,1.0,2.4,0.625
2019-09-07 20:30:00,Türkiye,Polonya,3:1,1,3,1,0.8,2.6,1.2,0,0.4,2.2,2.2,0.8
2019-09-08 18:00:00,İtalya,Polonya,3:0,1,3,0,1.0,3.0,0.2,0,0.4,2.0,2.2,0.5
2019-09-08 20:30:00,Sırbistan,Türkiye,3:2,1,3,2,1.0,3.0,0.2,0,0.4,1.4,2.2,0.7272727272727273
2019-09-14 05:00:00,Amerika Birleşik Devletleri,Kenya,3:0,1,3,0,0.8,2.8,1.4,0,0.2,1.0,2.4,1.0
2019-09-14 06:30:00,Kamerun,Rusya,0:3,2,0,3,0.4,1.2,2.6,1,0.6,2.4,1.2,0.0
2019-09-14 08:00:00,Arjantin,Hollanda,0:3,2,0,3,0.6,2.0,1.4,1,0.8,2.4,0.6,0.0
2019-09-14 09:00:00,Çin,Güney Kore,3:0,1,3,0,0.8,2.6,0.6,0,0.2,1.6,2.4,0.6923076923076923
2019-09-14 11:00:00,Sırbistan,Brezilya,2:3,2,2,3,1.0,3.0,0.6,1,0.6,2.2,1.4,0.3333333333333333
2019-09-14 13:20:00,Japonya,Dominik Cumhuriyeti,3:1,1,3,1,0.8,2.8,0.8,0,0.6,2.4,1.6,0.7142857142857143
2019-09-15 05:00:00,Kenya,Hollanda,0:3,2,0,3,0.8,2.4,1.0,1,0.8,2.4,0.6,0.0
2019-09-15 06:30:00,Kamerun,Çin,0:3,2,0,3,0.2,0.6,2.8,1,0.6,2.0,1.8,
2019-09-15 08:00:00,Amerika Birleşik Devletleri,Sırbistan,3:1,1,3,1,1.0,3.0,0.8,0,1.0,3.0,1.2,0.5
2019-09-15 09:00:00,Güney Kore,Dominik Cumhuriyeti,1:3,2,1,3,0.8,2.6,0.8,1,0.6,2.2,1.6,0.5
2019-09-15 11:00:00,Brezilya,Arjantin,3:0,1,3,0,1.0,3.0,0.2,0,0.2,1.2,2.4,0.8
2019-09-15 13:20:00,Japonya,Rusya,2:3,2,2,3,0.8,2.8,1.0,1,0.6,2.4,1.2,0.2727272727272727
2019-09-16 05:00:00,Sırbistan,Kenya,3:0,1,3,0,0.8,2.8,1.2,0,0.2,1.0,2.4,1.0
2019-09-16 06:30:00,Dominik Cumhuriyeti,Kamerun,3:2,1,3,2,1.0,3.0,1.0,0,0.0,0.8,3.0,1.0
2019-09-16 08:00:00,Arjantin,Amerika Birleşik Devletleri,1:3,2,1,3,0.6,1.8,1.4,1,0.6,1.8,1.8,0.16666666666666666
2019-09-16 09:40:00,Çin,Rusya,3:0,1,3,0,0.8,2.6,0.6,0,0.6,2.4,1.6,0.7
2019-09-16 11:00:00,Hollanda,Brezilya,3:0,1,3,0,0.8,2.4,0.6,0,0.8,2.6,1.2,0.0
2019-09-16 13:20:00,Japonya,Güney Kore,1:3,2,1,3,0.6,2.6,1.6,1,0.2,1.4,2.4,0.5
2019-09-18 05:00:00,Sırbistan,Arjantin,3:1,1,3,1,0.8,2.8,1.2,0,0.0,0.6,3.0,1.0
2019-09-18 06:30:00,Rusya,Güney Kore,3:0,1,3,0,1.0,3.0,0.6,0,0.4,1.8,2.0,0.75
2019-09-18 08:00:00,Amerika Birleşik Devletleri,Hollanda,3:0,1,3,0,1.0,3.0,0.6,0,0.8,2.4,0.6,0.875
2019-09-18 09:00:00,Çin,Dominik Cumhuriyeti,3:0,1,3,0,0.8,2.6,0.6,0,0.6,2.2,1.8,1.0
2019-09-18 12:00:00,Kenya,Brezilya,0:3,2,0,3,0.8,2.4,1.0,1,0.6,2.0,1.8,0.0
2019-09-18 13:20:00,Japonya,Kamerun,3:0,1,3,0,0.4,2.2,2.2,0,0.0,1.2,3.0,1.0
2019-09-19 05:00:00,Hollanda,Sırbistan,2:3,2,2,3,1.0,3.0,0.0,1,0.8,2.6,1.6,0.5714285714285714
2019-09-19 06:30:00,Dominik Cumhuriyeti,Rusya,2:3,2,2,3,1.0,3.0,1.2,1,0.6,2.0,1.6,0.0
2019-09-19 08:00:00,Arjantin,Kenya,3:0,1,3,0,0.4,1.4,1.8,0,0.2,1.0,2.4,1.0
2019-09-19 09:40:00,Güney Kore,Kamerun,3:0,1,3,0,0.6,2.2,1.4,0,0.0,1.2,3.0,1.0
2019-09-19 12:00:00,Brezilya,Amerika Birleşik Devletleri,0:3,2,0,3,1.0,3.0,0.2,1,0.6,1.8,1.6,0.4
2019-09-19 13:20:00,Japonya,Çin,0:3,2,0,3,0.6,2.4,1.6,1,0.8,2.4,1.2,0.21428571428571427
2019-09-20 13:00:00,Tayland,Vietnam,3:0,1,3,0,0.6,2.6,1.4,0,0.0,0.2,3.0,1.0
2019-09-21 10:00:00,Tayland,Filipinler,3:1,1,3,1,0.8,2.8,0.8,0,0.0,0.0,3.0,1.0
2019-09-22 05:00:00,Güney Kore,Arjantin,3:1,1,3,1,0.6,2.2,1.4,0,0.0,0.8,3.0,0.75
2019-09-22 06:30:00,Dominik Cumhuriyeti,Kenya,3:0,1,3,0,0.8,2.8,1.6,0,0.0,0.4,3.0,1.0
2019-09-22 08:00:00,Kamerun,Hollanda,0:3,2,0,3,0.2,0.6,2.8,1,0.6,1.8,1.2,0.0
2019-09-22 09:00:00,Çin,Brezilya,3:2,1,3,2,0.8,2.6,0.6,0,0.6,2.0,1.6,0.35714285714285715
2019-09-22 11:00:00,Rusya,Sırbistan,3:1,1,3,1,1.0,3.0,0.6,0,0.8,2.6,1.6,0.3
2019-09-22 13:00:00,Tayland,Endonezya,3:1,1,3,1,0.8,2.8,1.0,0,0.0,0.2,3.0,1.0
2019-09-22 13:20:00,Japonya,Amerika Birleşik Devletleri,2:3,2,2,3,0.4,1.8,2.0,1,0.8,2.4,1.0,0.1
2019-09-23 05:00:00,Güney Kore,Hollanda,1:3,2,1,3,0.6,2.2,1.4,1,0.6,1.8,1.2,0.25
2019-09-23 06:30:00,Dominik Cumhuriyeti,Brezilya,1:3,2,1,3,0.8,2.8,1.6,1,0.6,2.2,1.6,0.4
2019-09-23 08:00:00,Kamerun,Sırbistan,0:3,2,0,3,0.2,0.6,2.8,1,0.6,2.2,2.0,
2019-09-23 09:00:00,Çin,Amerika Birleşik Devletleri,3:0,1,3,0,0.8,2.6,1.0,0,0.8,2.4,1.2,0.35294117647058826
2019-09-23 11:00:00,Rusya,Arjantin,3:0,1,3,0,1.0,3.0,0.4,0,0.0,1.0,3.0,1.0
2019-09-23 13:20:00,Japonya,Kenya,3:0,1,3,0,0.2,1.6,2.4,0,0.0,0.0,3.0,1.0
2019-09-24 05:00:00,Güney Kore,Sırbistan,3:1,1,3,1,0.6,2.2,1.4,0,0.6,2.2,1.8,0.0
2019-09-24 06:30:00,Dominik Cumhuriyeti,Amerika Birleşik Devletleri,0:3,2,0,3,0.6,2.4,2.0,1,0.8,2.4,1.2,0.125
2019-09-24 08:00:00,Kamerun,Arjantin,2:3,2,2,3,0.0,0.0,3.0,1,0.0,0.8,3.0,0.0
2019-09-24 09:00:00,Çin,Kenya,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.0,3.0,1.0
2019-09-24 12:00:00,Rusya,Hollanda,3:0,1,3,0,1.0,3.0,0.4,0,0.8,2.4,0.8,0.45454545454545453
2019-09-24 13:20:00,Japonya,Brezilya,0:3,2,0,3,0.4,1.8,1.8,1,0.6,2.2,1.8,0.25
2019-09-27 05:00:00,Güney Kore,Kenya,3:0,1,3,0,0.6,2.2,1.6,0,0.0,0.0,3.0,1.0
2019-09-27 06:30:00,Dominik Cumhuriyeti,Arjantin,3:0,1,3,0,0.4,1.8,2.2,0,0.2,1.0,2.8,1.0
2019-09-27 08:00:00,Kamerun,Brezilya,0:3,2,0,3,0.0,0.4,3.0,1,0.6,2.2,1.4,0.0
2019-09-27 09:00:00,Çin,Hollanda,3:1,1,3,1,1.0,3.0,0.4,0,0.6,1.8,1.4,0.7272727272727273
2019-09-27 12:00:00,Rusya,Amerika Birleşik Devletleri,2:3,2,2,3,1.0,3.0,0.4,1,0.8,2.4,1.2,0.08333333333333333
2019-09-27 13:20:00,Japonya,Sırbistan,3:2,1,3,2,0.4,1.6,1.8,0,0.4,1.8,2.2,0.4444444444444444
2019-09-28 05:00:00,Güney Kore,Brezilya,3:1,1,3,1,0.8,2.6,1.0,0,0.8,2.8,0.8,0.0
2019-09-28 06:30:00,Dominik Cumhuriyeti,Hollanda,3:2,1,3,2,0.4,1.8,1.8,0,0.4,1.4,2.0,0.0
2019-09-28 08:00:00,Kamerun,Amerika Birleşik Devletleri,0:3,2,0,3,0.0,0.4,3.0,1,0.8,2.4,1.4,
2019-09-28 09:40:00,Çin,Sırbistan,3:0,1,3,0,1.0,3.0,0.6,0,0.4,2.0,2.2,0.4444444444444444
2019-09-28 11:00:00,Rusya,Kenya,3:0,1,3,0,0.8,2.8,0.8,0,0.0,0.0,3.0,1.0
2019-09-28 13:20:00,Japonya,Arjantin,3:0,1,3,0,0.4,1.6,2.2,0,0.2,1.0,2.8,1.0
2019-09-29 05:00:00,Güney Kore,Amerika Birleşik Devletleri,1:3,2,1,3,0.8,2.6,1.2,1,0.8,2.4,1.4,0.0
2019-09-29 06:30:00,Dominik Cumhuriyeti,Sırbistan,3:1,1,3,1,0.6,2.0,1.6,0,0.2,1.4,2.4,0.0
2019-09-29 08:00:00,Rusya,Brezilya,1:3,2,1,3,0.8,2.8,0.8,1,0.6,2.4,1.4,0.1
2019-09-29 09:20:00,Çin,Arjantin,3:0,1,3,0,1.0,3.0,0.6,0,0.2,0.8,2.8,0.75
2019-09-29 11:00:00,Kamerun,Kenya,1:3,2,1,3,0.0,0.4,3.0,1,0.0,0.0,3.0,0.3333333333333333
2019-09-29 13:20:00,Japonya,Hollanda,3:1,1,3,1,0.6,2.2,1.6,0,0.4,1.8,2.0,0.6
2019-10-04 12:00:00,Tayland,Endonezya,3:0,1,3,0,1.0,3.0,0.6,0,0.0,0.4,3.0,1.0
2019-10-05 12:00:00,Filipinler,Tayland,0:3,2,0,3,0.0,0.25,3.0,1,0.6,2.2,1.6,0.0
2019-10-06 10:00:00,Tayland,Vietnam,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.2,3.0,1.0
2019-10-09 01:10:00,Amerika Birleşik Devletleri,Trinidad ve Tobago,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.0,3.0,1.0
2019-10-09 01:10:00,Kanada,Küba,3:1,1,3,1,0.4,1.6,1.8,0,0.2,1.2,2.4,0.6666666666666666
2019-10-09 01:15:00,Dominik Cumhuriyeti,Meksika,3:0,1,3,0,0.6,2.0,1.8,0,0.0,0.0,3.0,1.0
2019-10-09 03:15:00,Porto Riko,Kosta Rika,3:0,1,3,0,0.6,2.2,1.8,0,0.0,0.0,3.0,
2019-10-09 21:00:00,Kanada,Kosta Rika,3:0,1,3,0,0.4,1.6,2.0,0,0.0,0.0,3.0,1.0
2019-10-09 23:00:00,Dominik Cumhuriyeti,Trinidad ve Tobago,3:0,1,3,0,0.8,2.4,1.2,0,0.0,0.0,3.0,
2019-10-10 01:15:00,Amerika Birleşik Devletleri,Meksika,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.0,3.0,1.0
2019-10-10 03:15:00,Porto Riko,Küba,3:0,1,3,0,0.6,2.2,1.6,0,0.2,1.4,2.4,1.0
2019-10-10 21:00:00,Kosta Rika,Küba,0:3,2,0,3,0.0,0.0,3.0,1,0.2,1.2,2.4,
2019-10-10 23:00:00,Meksika,Trinidad ve Tobago,3:0,1,3,0,0.2,0.8,2.4,0,0.0,0.0,3.0,1.0
2019-10-11 01:15:00,Amerika Birleşik Devletleri,Dominik Cumhuriyeti,3:0,1,3,0,1.0,3.0,0.2,0,0.4,1.6,2.2,0.8888888888888888
2019-10-11 03:15:00,Porto Riko,Kanada,3:0,1,3,0,0.6,2.2,1.4,0,0.2,1.2,2.6,0.7142857142857143
2019-10-12 01:10:00,Dominik Cumhuriyeti,Küba,3:0,1,3,0,1.0,3.0,0.6,0,0.4,1.4,1.8,0.8
2019-10-12 03:15:00,Kanada,Meksika,3:1,1,3,1,0.4,1.6,2.0,0,0.0,0.0,3.0,1.0
2019-10-12 21:00:00,Kosta Rika,Meksika,0:3,2,0,3,0.0,0.0,3.0,1,0.0,0.2,3.0,
2019-10-12 23:00:00,Trinidad ve Tobago,Küba,0:3,2,0,3,0.0,0.75,3.0,1,0.4,1.4,1.8,0.0
2019-10-13 01:10:00,Amerika Birleşik Devletleri,Kanada,3:0,1,3,0,1.0,3.0,0.2,0,0.2,1.0,2.6,1.0
2019-10-13 03:15:00,Porto Riko,Dominik Cumhuriyeti,2:3,2,2,3,0.8,2.6,0.8,1,0.2,1.0,2.6,0.0
2019-10-13 20:00:00,Meksika,Küba,3:1,1,3,1,0.4,1.4,1.8,0,0.4,1.4,1.8,0.0
2019-10-13 22:00:00,Porto Riko,Kanada,0:3,2,0,3,0.6,2.4,1.2,1,0.2,1.0,2.6,0.75
2019-10-14 00:15:00,Dominik Cumhuriyeti,Amerika Birleşik Devletleri,3:2,1,3,2,1.0,3.0,0.6,0,0.8,2.4,1.2,0.1
2019-10-18 05:00:00,Brezilya,Kanada,3:0,1,3,0,0.8,2.4,0.8,0,0.4,1.4,2.0,0.5
2019-10-21 10:05:00,Kuzey Kore,Brezilya,1:3,2,1,3,,,,1,0.8,2.6,1.0,
2019-12-03 10:30:00,Tayland,Endonezya,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.4,3.0,1.0
2019-12-05 13:00:00,Filipinler,Tayland,0:3,2,0,3,0.0,0.2,3.0,1,0.6,2.2,1.4,0.0
2019-12-07 10:30:00,Tayland,Vietnam,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.2,3.0,1.0
2019-12-09 13:00:00,Tayland,Vietnam,3:0,1,3,0,1.0,3.0,0.2,0,0.0,0.2,3.0,1.0
2020-01-06 12:00:00,Kenya,Mısır,3:1,1,3,1,0.6,1.8,1.4,0,0.2,1.0,2.8,0.6666666666666666
2020-01-06 18:00:00,Botswana,Kenya,0:3,2,0,3,0.0,0.0,3.0,1,0.2,0.6,2.6,0.0
2020-01-07 11:30:00,Güney Kore,Endonezya,3:0,1,3,0,0.6,2.2,1.6,0,0.0,0.4,3.0,1.0
2020-01-07 14:00:00,Tayland,Çin Taipei,3:0,1,3,0,1.0,3.0,0.0,0,0.4,1.6,2.0,0.8
2020-01-07 15:00:00,Almanya,Türkiye,3:1,1,3,1,1.0,3.0,0.8,0,0.4,1.8,2.2,0.125
2020-01-07 21:00:00,Kamerun,Kenya,2:3,2,2,3,0.0,0.6,3.0,1,0.4,1.2,2.0,0.3
2020-01-08 02:10:00,Arjantin,Peru,3:0,1,3,0,0.6,2.0,1.2,0,0.2,1.0,2.4,0.5
2020-01-08 09:30:00,Güney Kore,İran,3:0,1,3,0,0.8,2.6,1.0,0,0.0,0.4,3.0,1.0
2020-01-08 12:00:00,Polonya,Bulgaristan,3:1,1,3,1,1.0,3.0,1.0,0,0.4,1.8,1.8,1.0
2020-01-08 15:00:00,Hırvatistan,Türkiye,1:3,2,1,3,0.4,2.0,1.8,1,0.4,1.8,2.2,0.0
2020-01-08 15:30:00,Azerbaycan,Hollanda,0:3,2,0,3,0.2,0.6,2.6,1,0.2,1.4,2.6,0.3333333333333333
2020-01-08 18:00:00,Belçika,Almanya,1:3,2,1,3,0.4,1.6,2.6,1,0.6,2.4,1.6,0.0
2020-01-08 21:30:00,Bulgaristan,Hollanda,0:3,2,0,3,0.4,1.6,2.0,1,0.2,1.4,2.4,0.3333333333333333
2020-01-09 02:10:00,Arjantin,Venezuela,3:0,1,3,0,0.6,2.0,1.2,0,0.0,0.0,3.0,1.0
2020-01-09 02:30:00,Peru,Kolombiya,0:3,2,0,3,0.6,2.6,1.6,1,0.6,2.0,2.2,0.5833333333333334
2020-01-09 11:30:00,Kazakistan,Güney Kore,0:3,2,0,3,0.0,0.4,3.0,1,0.4,1.6,2.0,0.2
2020-01-09 14:00:00,Tayland,Avustralya,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.0,3.0,1.0
2020-01-09 15:00:00,Belçika,Hırvatistan,3:1,1,3,1,0.4,1.4,2.6,0,0.4,1.8,2.2,
2020-01-09 18:00:00,Bulgaristan,Azerbaycan,3:1,1,3,1,0.4,1.4,2.0,0,0.6,2.2,1.6,0.75
2020-01-09 18:00:00,Nijerya,Kenya,0:3,2,0,3,,,,1,0.6,1.8,1.8,0.0
2020-01-09 21:30:00,Hollanda,Polonya,1:3,2,1,3,0.8,2.8,0.6,1,0.2,1.4,2.4,0.8571428571428571
2020-01-10 01:30:00,Arjantin,Kolombiya,3:1,1,3,1,0.6,2.0,1.2,0,0.8,2.6,1.6,0.2857142857142857
2020-01-10 15:30:00,Almanya,Hırvatistan,3:0,1,3,0,1.0,3.0,0.8,0,0.4,1.8,2.2,1.0
2020-01-10 18:30:00,Türkiye,Belçika,3:2,1,3,2,0.8,2.6,1.4,0,0.4,1.6,2.0,0.6666666666666666
2020-01-10 22:00:00,Polonya,Azerbaycan,3:0,1,3,0,1.0,3.0,1.2,0,0.6,2.4,1.6,0.0
2020-01-11 02:10:00,Kanada,Porto Riko,2:3,2,2,3,0.6,2.0,1.6,1,0.2,1.4,2.8,0.3333333333333333
2020-01-11 03:00:00,Dominik Cumhuriyeti,Meksika,3:2,1,3,2,1.0,3.0,0.6,0,0.2,0.8,2.4,1.0
2020-01-11 11:30:00,Güney Kore,Çin Taipei,3:1,1,3,1,0.8,2.6,0.8,0,0.4,1.4,2.0,0.7142857142857143
2020-01-11 14:00:00,Tayland,Kazakistan,3:1,1,3,1,1.0,3.0,0.0,0,0.2,0.6,2.6,1.0
2020-01-11 17:15:00,Almanya,Hollanda,3:0,1,3,0,1.0,3.0,0.4,0,0.4,2.0,1.8,0.2
2020-01-11 22:45:00,Türkiye,Polonya,3:2,1,3,2,0.8,2.6,1.6,0,0.4,1.8,2.0,0.8333333333333334
2020-01-12 02:10:00,Kanada,Dominik Cumhuriyeti,1:3,2,1,3,0.6,2.4,1.6,1,0.4,1.4,2.4,0.125
2020-01-12 23:00:00,Meksika,Kanada,1:3,2,1,3,0.6,1.8,1.4,1,0.4,1.2,2.0,0.0
2020-01-12 23:30:00,Almanya,Türkiye,0:3,2,0,3,1.0,3.0,0.2,1,0.6,2.4,1.8,0.2222222222222222
2020-01-13 01:00:00,Dominik Cumhuriyeti,Porto Riko,3:0,1,3,0,1.0,3.0,0.8,0,0.4,2.0,2.6,1.0
2020-08-27 16:00:00,Uralochka-NTMK,Rusya,3:1,1,3,1,,,,0,0.6,2.0,2.0,
2020-08-28 16:00:00,Rusya,Dinamo-Ak Bars,2:3,2,2,3,0.6,2.4,1.2,1,,,,
2020-08-29 19:00:00,Rusya,Lokomotiv Kaliningrad,2:3,2,2,3,0.4,2.2,1.8,1,,,,
